groupcode,groupname,groupcode_s,groupname_s,countrycode,countryname,countrycode_s,countryname_s
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,BLZ,Belize,339,Belize
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,BOL,Bolivia,218,Bolivia
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,BIH,Bosnia and Herzegovina,963,Bosnia and Herzegovina
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,BWA,Botswana,616,Botswana
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,BRA,Brazil,223,Brazil
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,BRN,Brunei Darussalam,516,Brunei Darussalam
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,CPV,Cabo Verde,624,Cabo Verde
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,CHL,Chile,228,Chile
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,CHN,"China, People's Republic of",924,China
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,COL,Colombia,233,Colombia
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,CRI,Costa Rica,238,Costa Rica
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,DMA,Dominica,321,Dominica
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,DOM,Dominican Republic,243,Dominican Republic
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,ECU,Ecuador,248,Ecuador
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,EGY,"Egypt, Arab Republic of",469,Egypt
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,SLV,El Salvador,253,El Salvador
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,GNQ,"Equatorial Guinea, Republic of",642,Equatorial Guinea
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,SWZ,"Eswatini, Kingdom of",734,Eswatini
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,FJI,"Fiji, Republic of",819,Fiji
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,GAB,Gabon,646,Gabon
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,GEO,Georgia,915,Georgia
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,GRD,Grenada,328,Grenada
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,GTM,Guatemala,258,Guatemala
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,GUY,Guyana,336,Guyana
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,HUN,Hungary,944,Hungary
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,IND,India,534,India
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,IDN,Indonesia,536,Indonesia
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,IRN,"Iran, Islamic Republic of",429,Iran
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,IRQ,Iraq,433,Iraq
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,JAM,Jamaica,343,Jamaica
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,JOR,Jordan,439,Jordan
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,KAZ,"Kazakhstan, Republic of",916,Kazakhstan
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,KOS,"Kosovo, Republic of",967,Kosovo
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,KWT,Kuwait,443,Kuwait
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,LBN,Lebanon,446,Lebanon
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,LBY,Libya,672,Libya
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,MYS,Malaysia,548,Malaysia
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,MDV,Maldives,556,Maldives
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,MHL,"Marshall Islands, Republic of the",867,Marshall Islands
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,MUS,Mauritius,684,Mauritius
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,MEX,Mexico,273,Mexico
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,FSM,"Micronesia, Federated States of",868,Micronesia
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,MNG,Mongolia,948,Mongolia
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,MNE,Montenegro,943,"Montenegro, Rep. of"
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,MAR,Morocco,686,Morocco
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,NAM,Namibia,728,Namibia
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,NRU,"Nauru, Republic of",836,Nauru
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,MKD,"North Macedonia, Republic of",962,North Macedonia
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,OMN,Oman,449,Oman
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,PAK,Pakistan,564,Pakistan
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,PLW,"Palau, Republic of",565,Palau
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,PAN,Panama,283,Panama
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,PRY,Paraguay,288,Paraguay
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,PER,Peru,293,Peru
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,PHL,Philippines,566,Philippines
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,POL,"Poland, Republic of",964,Poland
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,QAT,Qatar,453,Qatar
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,ROU,Romania,968,Romania
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,RUS,Russian Federation,922,Russia
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,WSM,Samoa,862,Samoa
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,SAU,Saudi Arabia,456,Saudi Arabia
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,SRB,"Serbia, Republic of",942,Serbia
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,SYC,Seychelles,718,Seychelles
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,ZAF,South Africa,199,South Africa
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,LKA,Sri Lanka,524,Sri Lanka
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,KNA,St. Kitts and Nevis,361,St. Kitts and Nevis
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,LCA,St. Lucia,362,St. Lucia
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,VCT,St. Vincent and the Grenadines,364,St. Vincent and the Grenadines
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,SUR,Suriname,366,Suriname
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,THA,Thailand,578,Thailand
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,TON,Tonga,866,Tonga
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,TTO,Trinidad and Tobago,369,Trinidad and Tobago
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,TUN,Tunisia,744,Tunisia
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,TKM,Turkmenistan,925,Turkmenistan
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,TUV,Tuvalu,869,Tuvalu
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,TUR,"Türkiye, Republic of",186,Türkiye
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,UKR,Ukraine,926,Ukraine
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,ARE,United Arab Emirates,466,United Arab Emirates
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,URY,Uruguay,298,Uruguay
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,VUT,Vanuatu,846,Vanuatu
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,VEN,"Venezuela, República Bolivariana de",299,Venezuela
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,VNM,Vietnam,582,Vietnam
G1201,Emerging Market and Middle-Income Economies,1201,Emerging Market and Middle-Income Economies,WBG,West Bank and Gaza,487,West Bank and Gaza
G505,Emerging and Developing Asia,505,Emerging and Developing Asia,BGD,Bangladesh,513,Bangladesh
G505,Emerging and Developing Asia,505,Emerging and Developing Asia,BTN,Bhutan,514,Bhutan
G505,Emerging and Developing Asia,505,Emerging and Developing Asia,BRN,Brunei Darussalam,516,Brunei Darussalam
G505,Emerging and Developing Asia,505,Emerging and Developing Asia,KHM,Cambodia,522,Cambodia
G505,Emerging and Developing Asia,505,Emerging and Developing Asia,CHN,"China, People's Republic of",924,China
G505,Emerging and Developing Asia,505,Emerging and Developing Asia,FJI,"Fiji, Republic of",819,Fiji
G505,Emerging and Developing Asia,505,Emerging and Developing Asia,IND,India,534,India
G505,Emerging and Developing Asia,505,Emerging and Developing Asia,IDN,Indonesia,536,Indonesia
G505,Emerging and Developing Asia,505,Emerging and Developing Asia,KIR,Kiribati,826,Kiribati
G505,Emerging and Developing Asia,505,Emerging and Developing Asia,LAO,Lao People's Democratic Republic,544,Lao P.D.R.
G505,Emerging and Developing Asia,505,Emerging and Developing Asia,MYS,Malaysia,548,Malaysia
G505,Emerging and Developing Asia,505,Emerging and Developing Asia,MDV,Maldives,556,Maldives
G505,Emerging and Developing Asia,505,Emerging and Developing Asia,MHL,"Marshall Islands, Republic of the",867,Marshall Islands
G505,Emerging and Developing Asia,505,Emerging and Developing Asia,FSM,"Micronesia, Federated States of",868,Micronesia
G505,Emerging and Developing Asia,505,Emerging and Developing Asia,MNG,Mongolia,948,Mongolia
G505,Emerging and Developing Asia,505,Emerging and Developing Asia,MMR,Myanmar,518,Myanmar
G505,Emerging and Developing Asia,505,Emerging and Developing Asia,NRU,"Nauru, Republic of",836,Nauru
G505,Emerging and Developing Asia,505,Emerging and Developing Asia,NPL,Nepal,558,Nepal
G505,Emerging and Developing Asia,505,Emerging and Developing Asia,PLW,"Palau, Republic of",565,Palau
G505,Emerging and Developing Asia,505,Emerging and Developing Asia,PNG,Papua New Guinea,853,Papua New Guinea
